Feature_Name,Feature_Name_EN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_EN,Approval_Date,Origin,Origin_EN
Damoiseau G,Damoiseau G,Moon,3.76,-2.51,-55.76,Planetographic  +East  -180 - 180,已批准,Approved,2006,玛丽-查尔斯-西奥多男爵de;法国天文学家（1768-1846）。,Baron Marie-Charles-Theodor de; French astronomer (1768-1846).
Damoiseau H,Damoiseau H,Moon,44.89,-3.87,-59.96,Planetographic  +East  -180 - 180,已批准,Approved,2006,玛丽-查尔斯-西奥多男爵de;法国天文学家（1768-1846）。,Baron Marie-Charles-Theodor de; French astronomer (1768-1846).
达摩修J,Damoiseau J,Moon,6.71,-4.07,-62.15,Planetographic  +East  -180 - 180,已批准,Approved,2006,玛丽-查尔斯-西奥多男爵de;法国天文学家（1768-1846）。,Baron Marie-Charles-Theodor de; French astronomer (1768-1846).
Damoiseau K,Damoiseau K,Moon,18.54,-4.74,-60.47,Planetographic  +East  -180 - 180,已批准,Approved,2006,玛丽-查尔斯-西奥多男爵de;法国天文学家（1768-1846）。,Baron Marie-Charles-Theodor de; French astronomer (1768-1846).
Damoiseau L,Damoiseau L,Moon,14.87,-4.55,-59.4,Planetographic  +East  -180 - 180,已批准,Approved,2006,玛丽-查尔斯-西奥多男爵de;法国天文学家（1768-1846）。,Baron Marie-Charles-Theodor de; French astronomer (1768-1846).
Damoiseau M,Damoiseau M,Moon,58.3,-5.08,-61.38,Planetographic  +East  -180 - 180,已批准,Approved,2006,玛丽-查尔斯-西奥多男爵de;法国天文学家（1768-1846）。,Baron Marie-Charles-Theodor de; French astronomer (1768-1846).
丹尼尔,Daniell,Moon,28.2,35.42,31.16,Planetographic  +East  -180 - 180,已批准,Approved,1935,约翰·弗雷德里克（John Frederick）；英国物理学家，化学家，气象学家（1790-1845）。,"John Frederick; British physicist, chemist, meteorologist (1790-1845)."
丹尼尔·D,Daniell D,Moon,5.81,37.05,25.85,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·弗雷德里克（John Frederick）；英国物理学家，化学家，气象学家（1790-1845）。,"John Frederick; British physicist, chemist, meteorologist (1790-1845)."
丹尼尔·W,Daniell W,Moon,3.58,35.93,31.55,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·弗雷德里克（John Frederick）；英国物理学家，化学家，气象学家（1790-1845）。,"John Frederick; British physicist, chemist, meteorologist (1790-1845)."
丹尼尔X,Daniell X,Moon,4.42,36.6,31.81,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·弗雷德里克（John Frederick）；英国物理学家，化学家，气象学家（1790-1845）。,"John Frederick; British physicist, chemist, meteorologist (1790-1845)."
地牢,Danjon,Moon,69.3,-11.42,123.9,Planetographic  +East  -180 - 180,已批准,Approved,1970,第二;法国天文学家（1890-1967）。,Andre; French astronomer (1890-1967).
丹杰,Danjon J,Moon,22.57,-12.81,125.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,第二;法国天文学家（1890-1967）。,Andre; French astronomer (1890-1967).
丹克,Danjon K,Moon,15.73,-13.78,125.1,Planetographic  +East  -180 - 180,已批准,Approved,2006,第二;法国天文学家（1890-1967）。,Andre; French astronomer (1890-1967).
丹茹男,Danjon M,Moon,12.79,-13.91,124.09,Planetographic  +East  -180 - 180,已批准,Approved,2006,第二;法国天文学家（1890-1967）。,Andre; French astronomer (1890-1967).
丹霞,Danjon X,Moon,68.23,-10.06,122.86,Planetographic  +East  -180 - 180,已批准,Approved,2006,第二;法国天文学家（1890-1967）。,Andre; French astronomer (1890-1967).
但丁,Dante,Moon,53.83,25.36,180,Planetographic  +East  -180 - 180,已批准,Approved,1970,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁C,Dante C,Moon,54.01,28.01,-177.1,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁E,Dante E,Moon,41.29,26.57,-177.07,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁G,Dante G,Moon,24.18,24.77,-178.59,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁,Dante P,Moon,24.63,23.63,179.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁S,Dante S,Moon,18.13,25.1,177.66,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁,Dante T,Moon,18.88,25.95,176.68,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
但丁Y,Dante Y,Moon,26.87,26.97,179.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿利吉耶里意大利诗人（1265-1321）。,Alighieri; Italian poet (1265-1321).
[达里奥],[Dario],Moon,0,-11.3,90.7,Planetographic  +East  -180 - 180,不批准,Not Approved, ,鲁本;尼加拉瓜作家（1867-1916）。,Ruben; Nicaraguan author (1867-1916).
达尼,Darney,Moon,14.81,-14.61,-23.57,Planetographic  +East  -180 - 180,已批准,Approved,1935,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
达尼·B,Darney B,Moon,3.61,-14.82,-26.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
达尼·C,Darney C,Moon,12.81,-14.14,-26.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
达尼D,Darney D,Moon,4.85,-14.51,-27.06,Planetographic  +East  -180 - 180,已批准,Approved,2006,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
达尼E.,Darney E,Moon,4.35,-12.43,-25.44,Planetographic  +East  -180 - 180,已批准,Approved,2006,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
达尼·F,Darney F,Moon,3.86,-13.32,-26.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
达尼·J,Darney J,Moon,6.03,-14.35,-21.45,Planetographic  +East  -180 - 180,已批准,Approved,2006,莫里斯法国天文学家（1882-1958）。,Maurice; French astronomer (1882-1958).
德阿雷斯特,"D'Arrest",Moon,29.67,2.26,14.6,Planetographic  +East  -180 - 180,已批准,Approved,1935,海因里希·路易斯；德国天文学家（1822-1875）。,Heinrich Louis; German astronomer (1822-1875).
达雷斯特A,"D'Arrest A",Moon,3.75,1.94,13.64,Planetographic  +East  -180 - 180,已批准,Approved,2006,海因里希·路易斯；德国天文学家（1822-1875）。,Heinrich Louis; German astronomer (1822-1875).
"D'Arrest B","D'Arrest B",Moon,4.99,0.96,13.61,Planetographic  +East  -180 - 180,已批准,Approved,2006,海因里希·路易斯；德国天文学家（1822-1875）。,Heinrich Louis; German astronomer (1822-1875).
达雷斯特M,"D'Arrest M",Moon,25.27,1.95,13.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,海因里希·路易斯；德国天文学家（1822-1875）。,Heinrich Louis; German astronomer (1822-1875).
"D'Arrest R","D'Arrest R",Moon,17.37,0.47,15.63,Planetographic  +East  -180 - 180,已批准,Approved,2006,海因里希·路易斯；德国天文学家（1822-1875）。,Heinrich Louis; German astronomer (1822-1875).
达森瓦尔,"D'Arsonval",Moon,30.36,-10.31,124.59,Planetographic  +East  -180 - 180,已批准,Approved,1976,雅克·亚瑟（JacquesArsène）法国物理学家（1851-1940）。,Jacques Arsène; French physicist (1851-1940).
达森瓦尔A,"D'Arsonval A",Moon,17.31,-8.4,124.96,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅克·亚瑟（JacquesArsène）法国物理学家（1851-1940）。,Jacques Arsène; French physicist (1851-1940).
达尔文,Darwin,Moon,122.18,-19.93,-69.21,Planetographic  +East  -180 - 180,已批准,Approved,1935,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
达尔文A,Darwin A,Moon,23.48,-21.77,-73.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
达尔文B,Darwin B,Moon,53.74,-19.96,-72.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
达尔文C,Darwin C,Moon,15.3,-20.51,-71.12,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
达尔文·F,Darwin F,Moon,17.73,-20.97,-71.12,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
达尔文·G,Darwin G,Moon,16.98,-21.49,-70.87,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
达尔文·H,Darwin H,Moon,28.83,-20.93,-69,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯英国自然科学家（1809-1882）。,Charles; British natural scientist (1809-1882).
的,Das,Moon,35.95,-26.49,-137.05,Planetographic  +East  -180 - 180,已批准,Approved,1970,艾米尔·库玛（Amil Kumar）；印度天文学家（1902-1961）。,Amil Kumar; Indian astronomer (1902-1961).
G,Das G,Moon,29.8,-26.85,-135.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾米尔·库玛（Amil Kumar）；印度天文学家（1902-1961）。,Amil Kumar; Indian astronomer (1902-1961).
丧,Daubrée,Moon,14.67,15.73,14.75,Planetographic  +East  -180 - 180,已批准,Approved,1973,加布里埃尔·奥古斯特；法国地质学家（1814-1896）。,Gabriel-Auguste; French geologist (1814-1896).
达芬奇,da Vinci,Moon,37.46,9.1,44.95,Planetographic  +East  -180 - 180,已批准,Approved,1935,莱昂纳多意大利艺术家，发明家，数学家（1452-1519）。,"Leonardo; Italian artist, inventor, mathematician (1452-1519)."
达芬奇,da Vinci A,Moon,15.93,9.66,44.2,Planetographic  +East  -180 - 180,已批准,Approved,2006,莱昂纳多意大利艺术家，发明家，数学家（1452-1519）。,"Leonardo; Italian artist, inventor, mathematician (1452-1519)."
戴维森,Davisson,Moon,92.46,-37.93,-174.97,Planetographic  +East  -180 - 180,已批准,Approved,1970,克林顿·约瑟夫；美国物理学家；诺贝尔奖获得者（1881-1958）。,Clinton Joseph; American physicist; Nobel laureate (1881-1958).
戴维,Davy,Moon,33.94,-11.85,-8.15,Planetographic  +East  -180 - 180,已批准,Approved,1935,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
很风,Davy A,Moon,13.21,-12.23,-7.75,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
非常B,Davy B,Moon,6.57,-10.89,-8.94,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
戴维C,Davy C,Moon,2.97,-11.22,-7,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
戴维G,Davy G,Moon,15.36,-10.37,-5.1,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
戴维·K,Davy K,Moon,3.05,-10.19,-9.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
戴维,Davy U,Moon,2.76,-12.96,-7.17,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
戴维Y,Davy Y,Moon,69.56,-11.05,-7.25,Planetographic  +East  -180 - 180,已批准,Approved,2006,谦卑;英国物理学家（1778-1829）。,Humphry; British physicist (1778-1829).
道斯,Dawes,Moon,17.6,17.21,26.34,Planetographic  +East  -180 - 180,已批准,Approved,1935,威廉·鲁特英国天文学家（1799-1868）。,William Rutter; British astronomer (1799-1868).
道森,Dawson,Moon,44.32,-66.99,-135.05,Planetographic  +East  -180 - 180,已批准,Approved,1970,伯恩哈德·希尔德布兰特；阿根廷天文学家（1890-1960）。,Bernhard Hildebrandt; Argentinean astronomer (1890-1960).
道森D,Dawson D,Moon,39.21,-66.31,-132.19,Planetographic  +East  -180 - 180,已批准,Approved,2006,伯恩哈德·希尔德布兰特；阿根廷天文学家（1890-1960）。,Bernhard Hildebrandt; Argentinean astronomer (1890-1960).
达夫森诉,Dawson V,Moon,59.57,-66.3,-137.73,Planetographic  +East  -180 - 180,已批准,Approved,2006,伯恩哈德·希尔德布兰特；阿根廷天文学家（1890-1960）。,Bernhard Hildebrandt; Argentinean astronomer (1890-1960).
D.布朗,D. Brown,Moon,16.12,-41.65,-147.16,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫·麦克道威尔；美国宇航员，哥伦比亚航天飞机航天员（1956-2003）。,"David McDowell; American astronaut, Space Shuttle Columbia Mission Specialist (1956-2003)."
你必须,Debes,Moon,31.92,29.47,51.62,Planetographic  +East  -180 - 180,已批准,Approved,1935,恩斯特德国制图师（1840-1923）。,Ernst; German cartographer (1840-1923).
你必须,Debes A,Moon,34.27,28.71,51.47,Planetographic  +East  -180 - 180,已批准,Approved,2006,恩斯特德国制图师（1840-1923）。,Ernst; German cartographer (1840-1923).
你必须B,Debes B,Moon,19.57,28.92,50.53,Planetographic  +East  -180 - 180,已批准,Approved,2006,恩斯特德国制图师（1840-1923）。,Ernst; German cartographer (1840-1923).
哨,Debus,Moon,19.77,-10.68,99.68,Planetographic  +East  -180 - 180,已批准,Approved,2000,库尔特·海因里希（Kurt Heinrich）；德国物理学家（1908-1983）。,Kurt Heinrich; German physicist (1908-1983).
德拜,Debye,Moon,127.03,49.43,-176.03,Planetographic  +East  -180 - 180,已批准,Approved,1970,彼得·约瑟夫·威廉；荷兰物理学家，化学家；诺贝尔奖获得者（1884-1966）。,"Peter Joseph William; Dutch physicist, chemist; Nobel laureate (1884-1966)."
德拜E,Debye E,Moon,40.97,50.11,-170.83,Planetographic  +East  -180 - 180,已批准,Approved,2006,彼得·约瑟夫·威廉；荷兰物理学家，化学家；诺贝尔奖获得者（1884-1966）。,"Peter Joseph William; Dutch physicist, chemist; Nobel laureate (1884-1966)."
德拜J,Debye J,Moon,28.88,48.18,-172.57,Planetographic  +East  -180 - 180,已批准,Approved,2006,彼得·约瑟夫·威廉；荷兰物理学家，化学家；诺贝尔奖获得者（1884-1966）。,"Peter Joseph William; Dutch physicist, chemist; Nobel laureate (1884-1966)."
德拜Q,Debye Q,Moon,26.88,47.43,-179.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,彼得·约瑟夫·威廉；荷兰物理学家，化学家；诺贝尔奖获得者（1884-1966）。,"Peter Joseph William; Dutch physicist, chemist; Nobel laureate (1884-1966)."
德钦,Dechen,Moon,12.04,46.12,-68.18,Planetographic  +East  -180 - 180,已批准,Approved,1935,恩斯特·海因里希·卡尔·冯（Ernst Heinrich Karl von）；德国地质学家，矿物学家（1800-1889）。,"Ernst Heinrich Karl von; German geologist, mineralogist (1800-1889)."
德钦A,Dechen A,Moon,4.74,45.97,-65.78,Planetographic  +East  -180 - 180,已批准,Approved,2006,恩斯特·海因里希·卡尔·冯（Ernst Heinrich Karl von）；德国地质学家，矿物学家（1800-1889）。,"Ernst Heinrich Karl von; German geologist, mineralogist (1800-1889)."
德辰B,Dechen B,Moon,5.74,44.15,-64.34,Planetographic  +East  -180 - 180,已批准,Approved,2006,恩斯特·海因里希·卡尔·冯（Ernst Heinrich Karl von）；德国地质学家，矿物学家（1800-1889）。,"Ernst Heinrich Karl von; German geologist, mineralogist (1800-1889)."
ДеченЦ,Dechen C,Moon,5.33,45.94,-69.89,Planetographic  +East  -180 - 180,已批准,Approved,2006,恩斯特·海因里希·卡尔·冯（Ernst Heinrich Karl von）；德国地质学家，矿物学家（1800-1889）。,"Ernst Heinrich Karl von; German geologist, mineralogist (1800-1889)."
德钦D,Dechen D,Moon,4.82,46.14,-60.51,Planetographic  +East  -180 - 180,已批准,Approved,2006,恩斯特·海因里希·卡尔·冯（Ernst Heinrich Karl von）；德国地质学家，矿物学家（1800-1889）。,"Ernst Heinrich Karl von; German geologist, mineralogist (1800-1889)."
[Defoe],[Defoe],Moon,0,-6,80.5,Planetographic  +East  -180 - 180,不批准,Not Approved, ,丹尼尔英国作家（约1661-1731年）。,Daniel; British author (c. 1661-1731).
事前,De Forest,Moon,56.26,-76.94,-163.33,Planetographic  +East  -180 - 180,已批准,Approved,1970,李美国发明家（1873-1961）。,Lee; American inventor (1873-1961).
和最前,De Forest N,Moon,40.09,-79.17,-165.76,Planetographic  +East  -180 - 180,已批准,Approved,2006,李美国发明家（1873-1961）。,Lee; American inventor (1873-1961).
P之前,De Forest P,Moon,19.47,-79.73,-176.92,Planetographic  +East  -180 - 180,已批准,Approved,2006,李美国发明家（1873-1961）。,Lee; American inventor (1873-1961).
德加的长矛,de Gasparis,Moon,30.9,-25.83,-50.83,Planetographic  +East  -180 - 180,已批准,Approved,1935,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
所以是,de Gasparis A,Moon,38.41,-26.74,-51.37,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
恶作剧,de Gasparis B,Moon,11.87,-27.05,-52.65,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
Gasparis C的,de Gasparis C,Moon,6.19,-26.24,-51.82,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
从Gasparis D,de Gasparis D,Moon,4.43,-25.64,-50.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
从Gasparis E,de Gasparis E,Moon,6.89,-26.43,-49.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
德·加斯帕里斯,de Gasparis F,Moon,7.82,-26.25,-49.44,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
来自Gasparis G,de Gasparis G,Moon,5.79,-26.98,-49.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,Annibale;意大利天文学家（1819-1892）。,Annibale; Italian astronomer (1819-1892).
deg而拉车,de Gerlache,Moon,32.71,-88.48,-88.34,Planetographic  +East  -180 - 180,已批准,Approved,2000,阿德里安;比利时南极探险家（1866-1934）。,Adrien; Belgian Antarctic explorer (1866-1934).
德朗布尔,Delambre,Moon,51.49,-1.94,17.39,Planetographic  +East  -180 - 180,已批准,Approved,1935,让-巴蒂斯特·约瑟夫；法国天文学家（1749-1822）。,Jean-Baptiste Joseph; French astronomer (1749-1822).
Delambre B,Delambre B,Moon,9.67,-1.64,19.64,Planetographic  +East  -180 - 180,已批准,Approved,2006,让-巴蒂斯特·约瑟夫；法国天文学家（1749-1822）。,Jean-Baptiste Joseph; French astronomer (1749-1822).
Delambre D,Delambre D,Moon,5.11,-1.12,17.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,让-巴蒂斯特·约瑟夫；法国天文学家（1749-1822）。,Jean-Baptiste Joseph; French astronomer (1749-1822).
Delambre F,Delambre F,Moon,4.25,-1.06,19.25,Planetographic  +East  -180 - 180,已批准,Approved,2006,让-巴蒂斯特·约瑟夫；法国天文学家（1749-1822）。,Jean-Baptiste Joseph; French astronomer (1749-1822).
Delambre H,Delambre H,Moon,15.46,-1,16.44,Planetographic  +East  -180 - 180,已批准,Approved,2006,让-巴蒂斯特·约瑟夫；法国天文学家（1749-1822）。,Jean-Baptiste Joseph; French astronomer (1749-1822).
德兰布雷J,Delambre J,Moon,12.49,-0.34,16.75,Planetographic  +East  -180 - 180,已批准,Approved,2006,让-巴蒂斯特·约瑟夫；法国天文学家（1749-1822）。,Jean-Baptiste Joseph; French astronomer (1749-1822).
从街上,De La Rue,Moon,135.22,59.02,52.84,Planetographic  +East  -180 - 180,已批准,Approved,1935,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
从D街,De La Rue D,Moon,17.58,56.81,46.34,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
Del AR Uee,De La Rue E,Moon,31.92,56.85,49.82,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
德拉鲁街,De La Rue J,Moon,14.09,58.99,52.88,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
德拉鲁街,De La Rue P,Moon,9.02,60.43,61.58,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
德拉鲁Q,De La Rue Q,Moon,10.36,61.6,60.86,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
Del阿Ru er,De La Rue R,Moon,9.58,62.09,60.91,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
Dela rues,De La Rue S,Moon,13.26,62.94,62.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
德拉鲁W,De La Rue W,Moon,17,55.78,47.08,Planetographic  +East  -180 - 180,已批准,Approved,2006,沃伦；英国天文学家（1815-1889）。,Warren; British astronomer (1815-1889).
德劳内,Delaunay,Moon,44.63,-22.26,2.62,Planetographic  +East  -180 - 180,已批准,Approved,1935,查尔斯·欧根法国天文学家（1816-1872）。,Charles-Eugène; French astronomer (1816-1872).
德劳内,Delaunay A,Moon,5.62,-22.01,2.02,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯·欧根法国天文学家（1816-1872）。,Charles-Eugène; French astronomer (1816-1872).
迪莉亚,Delia,Moon,1.57,-10.91,-6.13,Planetographic  +East  -180 - 180,已批准,Approved,1976,希腊女性名字。,Greek female name.
熟食店,Delisle,Moon,24.83,29.98,-34.68,Planetographic  +East  -180 - 180,已批准,Approved,1935,约瑟夫·尼古拉斯；法国天文学家（1688-1768）。,Joseph Nicolas; French astronomer (1688-1768).
Delisle K,Delisle K,Moon,2.92,29,-38.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫·尼古拉斯；法国天文学家（1688-1768）。,Joseph Nicolas; French astronomer (1688-1768).
德林格,Dellinger,Moon,82.04,-6.87,140.7,Planetographic  +East  -180 - 180,已批准,Approved,1970,约翰·霍华德；美国物理学家（1886-1962）。,John Howard; American physicist (1886-1962).
德林格B,Dellinger B,Moon,55.17,-5.5,141.24,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·霍华德；美国物理学家（1886-1962）。,John Howard; American physicist (1886-1962).
德林格大学,Dellinger U,Moon,12.65,-6.45,136.99,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·霍华德；美国物理学家（1886-1962）。,John Howard; American physicist (1886-1962).
德尔莫特,Delmotte,Moon,32.16,27.16,60.2,Planetographic  +East  -180 - 180,已批准,Approved,1935,加百利;法国天文学家（1876-1950）。,Gabriel; French astronomer (1876-1950).
德尔波特,Delporte,Moon,42.5,-15.89,121.55,Planetographic  +East  -180 - 180,已批准,Approved,1970,欧仁·约瑟夫；比利时天文学家（1882-1955）。,Eugène Joseph; Belgian astronomer (1882-1955).
德卢克,Deluc,Moon,45.69,-55.02,-2.98,Planetographic  +East  -180 - 180,已批准,Approved,1935,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德鲁克,Deluc A,Moon,53.6,-54.07,-0.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc B,Moon,32.81,-52.15,0.27,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc C,Moon,27.87,-51.49,0.85,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc D,Moon,27.31,-56.38,-2.45,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc E,Moon,11.48,-60.4,-4.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc F,Moon,35.84,-60.12,-3.07,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
分享g,Deluc G,Moon,26.52,-61.55,0.66,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德鲁克·H,Deluc H,Moon,27.04,-54.2,-2.13,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc J,Moon,39.64,-53.41,-4.13,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc L,Moon,7.37,-60.9,-6.4,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc M,Moon,20.44,-54.92,-6.32,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德鲁克·N,Deluc N,Moon,10.2,-60.69,0.38,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
决赛O,Deluc O,Moon,6.65,-62.93,-4.53,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc P,Moon,7.07,-58.94,-4.85,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
